gene	uniprot_accession
GALNT13	H7BZG2
GALNT13	H7BZU4
GALNT13	H7C0T6
GALNT13	H7C2I5
GALNT13	L8ECM1
GALNT13	Q68VJ0
GALNT13	X5DRI3
NOL6	Q9H6R4
NOL6	A0A0A0MRW6
NOL6	A0A0C4DFX0
ZNF343	Q6P1L6
ZNF343	A0A087WZQ2
ZNF343	A0A0A0MSR0
ZNF343	A0A0A0MT63
ZNF343	A0A669KB96
ABCA4	P78363
ABCA4	A0A3B3IRV8
ABCA4	F6TT59
TRPC4AP	Q8TEL6
TRPC4AP	L8E890
PIGU	Q9H490
PIGU	Q5JWU1
KCNK15	Q9H427
TMEM145	Q8NBT3
TMEM145	A0A5F9ZGX1
TMEM145	A0A5F9ZH48
TMEM145	M0QZK1
TMEM145	M0QZX2
LGSN	Q5TDP6
LGSN	A0A0A0MTD2
NXF5	Q9H1B4
NXF5	L8E758
LCE1E	Q5T753
LCE1E	A0A087WWQ4
LCE1E	L8EC50
ZNF365	Q70YC4
ZNF365	Q70YC5
ZNF365	C9J1G1
ZNF365	Q08ER3
ZNF365	Q495P1
SPEF1	Q9Y4P9
G6PD	P11413
G6PD	A0A2H4QGB2
G6PD	A0A2H4QGB6
G6PD	A0A2H4QGB8
G6PD	A0A6G9IW12
G6PD	A2IBT6
G6PD	A7IZZ3
G6PD	B6ZHS6
G6PD	E7EM57
G6PD	E7EUI8
G6PD	E9PD92
G6PD	Q0PHS1
G6PD	Q0PHS2
G6PD	Q0PHS3
G6PD	Q0PHS4
G6PD	Q0PHS5
G6PD	Q0PHS6
G6PD	Q2Q9B7
G6PD	Q2Q9H2
G6PD	Q2VF42
PIWIL3	Q7Z3Z3
PIWIL3	E9PIP6
ZNF257	Q9Y2Q1
ZNF257	A0A494C0E0
ZNF257	M0QXX9
ZNF257	M0QYA6
ZNF257	M0R0N1
ZNF257	M0R321
CRLS1	Q9UJA2
CRLS1	Q6NTG3
PRMT8	Q9NR22
PRMT8	A0A0G2UEQ4
PRMT8	Q9H5R7
GPX5	O75715
GPX5	V9HWN8
PLXNA3	P51805
PLXNA3	L8ECH0
RTEL1	Q9NZ71
RTEL1	A0A0C4DGC7
RTEL1	A0A2R8Y7H5
RTEL1	A0A2R8YD56
RTEL1	D6RA96
RTEL1	R4IXY3
RTEL1	X6R5I7
RTEL1	X6RBZ7
LMNTD1	Q8N9Z9
LMNTD1	F5H3Q3
LMNTD1	F5H5I3
LMNTD1	F5H719
LMNTD1	F5H8G2
LMNTD1	H0YFE3
LMNTD1	H0YFH5
CD93	Q9NPY3
CD93	Q8IXK1
BHMT	Q93088
BHMT	E5RJH0
BHMT	V9HWA4
HIPK4	Q8NE63
HIPK4	A0A140VJL1
MTG2	Q9H4K7
MTG2	B4DRC1
MTG2	Q5JXJ0
ZNF100	Q8IYN0
ZNF100	A0A075B7G6
ZNF100	A0A0A0MTN5
ZNF100	M0R071
ZNF100	M0R0Q1
ZNF100	Q4G131
PHF24	Q9UPV7
HCN2	Q9UL51
AADACL3	Q5VUY0
HELZ2	Q9BYK8
TNFRSF6B	O95407
TNFRSF6B	L8EBB6
TNFRSF6B	Q6EMV3
TNFRSF6B	Q6EMV4
TMPRSS3	P57727
TMPRSS3	A0A140C6K0
TMPRSS3	A0A140C6K1
TMPRSS3	A0A140C6K2
TMPRSS3	A0A140C6K3
TMPRSS3	A0A140C6K4
TMPRSS3	A0A140C6K5
TMPRSS3	A0A140C6K6
TMPRSS3	A0A140C6K7
TMPRSS3	A0A140C6K8
TMPRSS3	B7WPR2
TMPRSS3,TMPRSS4	Q9NRS4
TMPRSS4	A0A087WTU6
TMPRSS4	E5RIH1
TMPRSS4	E5RJR8
TMPRSS4	E7ESG9
TMPRSS4	G3V124
TMPRSS4	H0YAX8
TMPRSS4	H0YBM5
AKAP14	Q86UN6
BMP7	P18075
BMP7	A0A077CY02
BMP7	A8K571
BMP7	B1AKZ9
BMP7	B1AL00
BMP7	H0Y4B5
BMP7	Q9H2W7
BMP7	Q9NQQ8
VSIG10L	Q86VR7
FAM50A	Q14320
FAM50A	B0S8I6
LONP1	P36776
LONP1	A4VCH6
LONP1	B3KU28
LONP1	B3KXS5
LONP1	B4DPX0
LONP1	E5KMI6
LONP1	K7EJE8
LONP1	K7EKE6
LONP1	K7EQF8
LONP1	K7ER27
LONP1	K7ER56
LONP1	K7ERR6
LONP1	K7ERS1
LONP1	Q2VPA0
MOCS3	O95396
TMTC1	Q8IUR5
TMTC1	F8VTQ9
TMTC1	F8VXU8
TMTC1	H0YIB9
HPR	P00739
HPR	A0A0A0MRD9
HPR	A0A3B3ISM1
HPR	J3KTC3
WNT2B	Q93097
WNT2B	Q5TEH8
HP	P00738
HP	A0A087WU08
HP	A0A0C4DGL8
HP	A0A0U4DJF7
HP	A0A0U4DKQ8
HP	A0A0U4ERW6
HP	A0A0U4EXB4
HP	H0Y300
HP	H3BMJ7
HP	H3BS21
HP	J3KRH2
HP	J3KSV1
HP	J3QLC9
HP	J3QQI8
HP	J3QR68
HP	Q14552
HP	Q6NSB4
HP	Q6PEJ8
SPRR2D	P22532
SPRR1B	P22528
LRRTM3	Q86VH5
SPRR1A	P35321
SPRR2A	P35326
PCYT1B	Q9Y5K3
PCYT1B	F2Z2B1
PYDC1	Q8WXC3
SOX3	P41225
TNFSF4	P23510
TNFSF4	A0A024R937
TNFSF4	Q6FGS4
PTH2R	P49190
PTH2R	B4DFN8
PTH2R	H7C0B0
HOXB1	P14653
HOXB1	Q4VB01
HOXB1	Q9HB13
SPRR2F	Q96RM1
RAB3C	Q96E17
RAB3C	L8E952
SERPINI2	O75830
SERPINI2	C9J7N5
SERPINI2	C9JWE1
WDR49	Q8IV35
WDR49	A0A3B3IS43
WDR49	C9IZ29
WDR49	C9JY37
WDR49	E9PDB0
WDR49	F8WAZ9
WDR49	H0Y8A5
WDR49	H7C4Y4
IFNA16	P05015
SERPINB11	Q96P15
SERPINB11	A0A087WWJ8
SERPINB11	A0A096LP68
SERPINB11	A0A096LPD5
SERPINB11	F5GWT8
SERPINB11	F5GYW9
NOTO	A8MTQ0
SPRR2E	P22531
NDRG4	Q9ULP0
NDRG4	A0A024R6V8
NDRG4	A0A0S2Z5L7
NDRG4	A0A0S2Z5R7
NDRG4	B7Z9X4
NDRG4	H3BM40
NDRG4	H3BM44
NDRG4	H3BM83
NDRG4	H3BMG5
NDRG4	H3BMR6
NDRG4	H3BN53
NDRG4	H3BN97
NDRG4	H3BNB4
NDRG4	H3BNE7
NDRG4	H3BNK4
NDRG4	H3BNQ1
NDRG4	H3BNX9
NDRG4	H3BPH8
NDRG4	H3BPQ3
NDRG4	H3BPT6
NDRG4	H3BPY2
NDRG4	H3BQ01
NDRG4	H3BQ86
NDRG4	H3BQJ4
NDRG4	H3BR92
NDRG4	H3BRT9
NDRG4	H3BS80
NDRG4	H3BSC3
NDRG4	H3BST8
NDRG4	H3BU08
NDRG4	H3BU25
NDRG4	H3BUH4
NDRG4	H3BUK1
NDRG4	H3BVB0
NDRG4	H3BVF3
SPRR3	Q9UBC9
SPRR3	B1AN48
IVL	P07476
IL31RA	Q8NI17
IL31RA	A0A0C4DGU4
IL31RA	A0A494BZY2
IL31RA	A0A494C190
IL31RA	A0A499FJ31
HS3ST5	Q8IZT8
HS3ST5,HS3ST6	Q96QI5
UNC80	Q8N2C7
UNC80	A0A669KAW8
UNC80	A0A669KBC5
UNC80	H3BLU5
GLTPD2	A6NH11
STMN2	Q93045
STMN2	E5RGX5
GRM5	P41594
GRM5	A8MT20
GRM5	G8XUU6
GRM5	G8XUU7
GRM5	G8XUU8
GRM5	H7C223
GRM5	K9J9K9
ASPHD1	Q5U4P2
ASPHD1	I3L2A5
ASPHD1	I3L2Y2
ASPHD1	I6L9B0
MRGPRX2	Q96LB1
POU3F2	P20265
CRYM	Q14894
CRYM	I3L2W5
CRYM	I3L325
CRYM	I3L3J9
CRYM	I3L3Y1
CRYM	I3NI53
TGM5	O43548
TGM5	A0A024R9P4
TGM5	A0A024R9T4
TGM5	A0A087WVS3
TGM5	A0A087WVW4
TGM5	A0A087WZC4
TGM5	Q0II16
RNF148	Q8N7C7
RNF148	C9JVJ0
RHCG	Q9UBD6
RHCG	A0A3B3IT41
RHCG	H0YKQ3
RHCG	H0YM79
RHCG	H0YMF8
RHCG	H0YMS1
LIM2	P55344
LIM2	A0A140CTX9
LIM2	A0A1B3B2I7
LIM2	A0A1B3B2I8
OR2B3	O76000
OR2B3	A0A126GV76
FAM25A	B3EWG3
IL7	P13232
IL7	A0A0A0MTG5
IL7	D0EYG7
IL7	Q5FBX5
IL7	Q5FBY3
IL7	Q5FBY6
IL7	Q5FBY8
RNF133	Q8WVZ7
KCNA10	Q16322
SLC13A3	Q8WWT9
SLC13A3	A0A0A0MRQ6
SLC13A3	C9J4A3
SLC13A3	C9J7L4
SLC13A3	H7C0C8
SLC13A3	X6RDV4
TSBP1	Q5SRN2
TSBP1	A0A087WYQ2
TSBP1	A0A0G2JHK2
TSBP1	A0A0G2JK66
TSBP1	A0A0G2JKA5
TSBP1	A0A0G2JM37
TSBP1	A0A0G2JM93
TSBP1	A0A0G2JMA0
TSBP1	A0A0G2JMH0
TSBP1	A0A0G2JML4
TSBP1	A0A0G2JN18
TSBP1	A0A0G2JN90
TSBP1	A0A0G2JNW1
TSBP1	A0A0G2JP41
TSBP1	A0A0G2JPA5
TSBP1	A0A0G2JQ19
TSBP1	A0A140T8X9
TSBP1	A0A140T960
TSBP1	A0A140T9M2
TSBP1	A0A140T9Y3
TSBP1	C9J9T8
TSBP1	E9PLW3
TSBP1	E9PNQ4
TSBP1	E9PQ85
TSBP1	F8VVU2
WDR25	Q64LD2
WDR25	G3V2K8
WDR25	G3V367
WDR25	H0YJW0
MSTO1	Q9BUK6
MSTO1	A0A3B3IUD2
MSTO1	D3DVA3
MSTO1	V9GYF2
CHST8	Q9H2A9
CHST8	K7ENM3
NKX2-3	Q8TAU0
NKX2-3	A0A087WVU3
LCE1C	Q5T751
LCE1C	U3KQM4
PRLR	P16471
PRLR	A0A0A7RQI9
PRLR	A0A0A7RWZ5
PRLR	A0A2K9UV38
PRLR	D6R9E1
PRLR	D6R9P5
PRLR	D6R9V7
PRLR	D6RAN9
PRLR	D6RC67
PRLR	D6RD41
PRLR	D6RJC8
PRLR	Q86XS2
PRLR	Q8TD76
PRLR	Q8WWV7
CCL1	P22362
ADH4	P08319
ADH4	A0A024RDF8
ADH4	A0A0D9SFB5
ADH4	D6R9K8
ADH4	D6RF43
ADH4	D6RIB1
ADH4	H0Y9N0
NKAIN3	Q8N8D7
NKAIN3	A0A6Q8PFE2
NKAIN3	A0A6Q8PFI1
NKAIN3	A0A6Q8PFP9
NKAIN3	A0A6Q8PG07
NKAIN3	A0A6Q8PGC9
NKAIN3	A0A6Q8PH17
NKAIN3	E5RIL3
RASL11A	Q6T310
TMEM35A	Q53FP2
OR10J3	Q5JRS4
OR10J3	A0A126GW77
OR10J3	A0A3B3IUB4
OR6C68	A6NDL8
OR6C68	A0A126GW23
EXTL1	Q92935
PLAC8	Q9NZF1
PLAC8	D6RA24
PLAC8	X2BQ60
CA10	Q9NS85
CA10	A0PJH9
CA10	I3L0J7
CA10	I3L375
CA10	I3NI54
SPDYE4	A6NLX3
SPDYE4	J3KT05
SPDYE4	J3QR45
C9orf135	Q5VTT2
C9orf135	E9PIA3
C9orf135	H0YD79
C9orf135	H0YDM9
SCGB1D4	Q6XE38
TAS2R38	P59533
TAS2R38	I0CKB5
FST	P19883
FST	A0A024QZU6
FST	H0YA75
FST	H0YAF9
FST	Q6FHE1
FAM83D	Q9H4H8
FAM83D	A0A087WXK8
BCL7C	Q8WUZ0
BCL7C	I3L1Q2
BCL7C	I3L4D5
CARD18	P57730
CARD18	G5EA35
NTRK1	P04629
NTRK1	A0A6Q8PF65
NTRK1	A0A6Q8PGU5
NTRK1	A0A6Q8PHG5
NTRK1	E9PQG0
NTRK1	J3KP20
NTRK1	X5D991
NTRK1	X5DR71
CYSRT1	A8MQ03
CYSRT1	B8A4K4
SMAGP	Q0VAQ4
SMAGP	A0A0A0MRX0
SMAGP	S4R3E1
SMAGP	S4R405
SMAGP	S4R466
OR5AK2	Q8NH90
OR5AK2	A0A126GVS7
OR5AK2	A0A126GW20
CCDC107	Q8WV48
CCDC107	X6R9Y9
FNDC5	Q8NAU1
FNDC5	A0A0A0MRR6
FNDC5	A0A3B3ITP1
SCN8A	Q9UQD0
SCN8A	A0A1B0GVD4
SCN8A	A0A1B0GVM8
SCN8A	A0A1W2PQI5
SCN8A	A0A590UJP2
SCN8A	A0A590UK43
SCN8A	A0A590UK68
SCN8A	F8W0Q0
SCN8A	Q6B4S2
SCN8A	Q6B4S3
SCN8A	Q6B4S4
SCN8A	Q8WWN3
SCN8A	Q9GZR0
SCN8A	Q9P2Q6
HDC	P19113
HDC	H0YLF0
HDC,HECA	Q9UBI9
PMCH	P20382
IFNA14	P01570
KRTAP4-3	Q9BYR4
LGR5	O75473
LGR5	A0A0A8K8C7
UNC5D	Q6UXZ4
UNC5D	C9J1I0
UNC5D	C9J2B6
UNC5D	E9PDS8
UNC5D	H7BXJ2
PLCZ1	Q86YW0
PLCZ1	A0A3B3ISW9
PLCZ1	F5GYE4
PLCZ1	F5GZK3
PLCZ1	F5H2D7
PLCZ1	F5H3L4
PLCZ1	F5H474
PLCZ1	F5H828
PLCZ1	H0YFH9
PLCZ1	H0YGH7
PLCZ1	H0YGY7
PLCZ1	H0YH40
PLCZ1	Q8N7S5
PKLR	P30613
PKLR	A0A0G2JLC7
PKLR	A0A4D6DDB2
PKLR	A0A4D6DDG8
PKLR	A0A4D6DDP3
PKLR	F8W6W2
ATP12A	P54707
PLAC8,LGALS13	Q9UHV8
LGALS13	A0A087X0J5
LGALS13	M0R015
LGALS13	Q1M314
